ec,121123,319002,0
ec,121123,50,1
ec,121123,37,1
ec,121123,687,1
ec,121123,50,1.1
ec,121123,33,1.1
ec,121123,102,1.12
ec,121123,40,1.2
ec,121123,31,1.2
ec,121123,50,1.2
ec,121123,18,1.2831
ec,121123,50,1.2832
ec,121123,64,1.2833
ec,121123,23,1.2835
ec,121123,43,1.2836
ec,121123,133,1.2837
ec,121123,165,1.2838
ec,121123,84,1.2839
ec,121123,313,1.284
ec,121123,716,1.2841
ec,121123,535,1.2842
ec,121123,484,1.2843
ec,121123,890,1.2844
ec,121123,1426,1.2845
ec,121123,1639,1.2846
ec,121123,2241,1.2847
ec,121123,2469,1.2848
ec,121123,2004,1.2849
ec,121123,1892,1.285
ec,121123,1977,1.2851
ec,121123,2070,1.2852
ec,121123,2337,1.2853
ec,121123,2088,1.2854
ec,121123,2140,1.2855
ec,121123,3121,1.2856
ec,121123,2223,1.2857
ec,121123,2398,1.2858
ec,121123,2302,1.2859
ec,121123,2148,1.286
ec,121123,1735,1.2861
ec,121123,1531,1.2862
ec,121123,1349,1.2863
ec,121123,1358,1.2864
ec,121123,2116,1.2865
ec,121123,2421,1.2866
ec,121123,2896,1.2867
ec,121123,2091,1.2868
ec,121123,1703,1.2869
ec,121123,1253,1.287
ec,121123,1090,1.2871
ec,121123,1019,1.2872
ec,121123,1593,1.2873
ec,121123,1724,1.2874
ec,121123,1558,1.2875
ec,121123,1378,1.2876
ec,121123,2128,1.2877
ec,121123,2621,1.2878
ec,121123,2396,1.2879
ec,121123,2369,1.288
ec,121123,2683,1.2881
ec,121123,3154,1.2882
ec,121123,3772,1.2883
ec,121123,3569,1.2884
ec,121123,3650,1.2885
ec,121123,3710,1.2886
ec,121123,3270,1.2887
ec,121123,3656,1.2888
ec,121123,3117,1.2889
ec,121123,3377,1.289
ec,121123,2843,1.2891
ec,121123,3051,1.2892
ec,121123,3932,1.2893
ec,121123,3707,1.2894
ec,121123,4105,1.2895
ec,121123,4516,1.2896
ec,121123,4457,1.2897
ec,121123,4686,1.2898
ec,121123,4104,1.2899
ec,121123,3060,1.29
ec,121123,3106,1.2901
ec,121123,3478,1.2902
ec,121123,4157,1.2903
ec,121123,3916,1.2904
ec,121123,4649,1.2905
ec,121123,4099,1.2906
ec,121123,3338,1.2907
ec,121123,2711,1.2908
ec,121123,2094,1.2909
ec,121123,2530,1.291
ec,121123,2008,1.2911
ec,121123,2303,1.2912
ec,121123,2186,1.2913
ec,121123,1493,1.2914
ec,121123,1872,1.2915
ec,121123,1444,1.2916
ec,121123,880,1.2917
ec,121123,691,1.2918
ec,121123,1087,1.2919
ec,121123,1273,1.292
ec,121123,1879,1.2921
ec,121123,1756,1.2922
ec,121123,1337,1.2923
ec,121123,880,1.2924
ec,121123,815,1.2925
ec,121123,934,1.2926
ec,121123,950,1.2927
ec,121123,1072,1.2928
ec,121123,1330,1.2929
ec,121123,1942,1.293
ec,121123,2285,1.2931
ec,121123,1566,1.2932
ec,121123,1075,1.2933
ec,121123,1482,1.2934
ec,121123,2532,1.2935
