j1,121123,134850,0
j1,121123,61,0
j1,121123,50,0
j1,121123,678,0
j1,121123,50,0
j1,121123,72,0
j1,121123,75,0.0015
j1,121123,75,0.0015
j1,121123,54,0.002
j1,121123,67,0.007
j1,121123,73,0.01
j1,121123,205,0.011
j1,121123,55,0.02
j1,121123,131,0.03
j1,121123,124,0.043
j1,121123,234,0.047
j1,121123,110,0.048
j1,121123,70,0.05
j1,121123,100,0.06
j1,121123,130,0.064
j1,121123,100,0.065
j1,121123,46,0.072
j1,121123,200,0.084
j1,121123,113,0.11
j1,121123,70,0.117
j1,121123,45,1.2074
j1,121123,181,1.2075
j1,121123,234,1.2076
j1,121123,247,1.2077
j1,121123,248,1.2078
j1,121123,125,1.2079
j1,121123,162,1.208
j1,121123,361,1.2081
j1,121123,384,1.2082
j1,121123,563,1.2083
j1,121123,622,1.2084
j1,121123,743,1.2085
j1,121123,1059,1.2086
j1,121123,812,1.2087
j1,121123,634,1.2088
j1,121123,1272,1.2089
j1,121123,1046,1.209
j1,121123,1214,1.2091
j1,121123,828,1.2092
j1,121123,1040,1.2093
j1,121123,445,1.2094
j1,121123,220,1.2095
j1,121123,253,1.2096
j1,121123,265,1.2097
j1,121123,283,1.2098
j1,121123,489,1.2099
j1,121123,930,1.21
j1,121123,490,1.2101
j1,121123,639,1.2102
j1,121123,535,1.2103
j1,121123,702,1.2104
j1,121123,1104,1.2105
j1,121123,712,1.2106
j1,121123,672,1.2107
j1,121123,497,1.2108
j1,121123,585,1.2109
j1,121123,643,1.211
j1,121123,690,1.2111
j1,121123,823,1.2112
j1,121123,1616,1.2113
j1,121123,1485,1.2114
j1,121123,1494,1.2115
j1,121123,1744,1.2116
j1,121123,1388,1.2117
j1,121123,1105,1.2118
j1,121123,1132,1.2119
j1,121123,1300,1.212
j1,121123,1077,1.2121
j1,121123,1020,1.2122
j1,121123,1076,1.2123
j1,121123,807,1.2124
j1,121123,1124,1.2125
j1,121123,1149,1.2126
j1,121123,2276,1.2127
j1,121123,2418,1.2128
j1,121123,1988,1.2129
j1,121123,1879,1.213
j1,121123,2115,1.2131
j1,121123,1846,1.2132
j1,121123,1784,1.2133
j1,121123,1542,1.2134
j1,121123,1494,1.2135
j1,121123,1519,1.2136
j1,121123,1616,1.2137
j1,121123,1730,1.2138
j1,121123,2283,1.2139
j1,121123,2665,1.214
j1,121123,2127,1.2141
j1,121123,2097,1.2142
j1,121123,2718,1.2143
j1,121123,2273,1.2144
